mi.mitnumber,mi.modification,mi.number,valid_date,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_
76239-19,СОКОЛ-М1,MSL2111000710,,С-ВАМ/15-12-2021/117765035,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117765035,2021-12-15T00:00:00Z,1774964493744341008
76239-19,СОКОЛ-М1,MSL2111000651,,С-ВАМ/15-12-2021/117767942,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117767942,2021-12-15T00:00:00Z,1774964493836615685
76239-19,СОКОЛ-М1,MSL2111000707,,С-ВАМ/15-12-2021/117768242,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117768242,2021-12-15T00:00:00Z,1774964493997047814
76239-19,СОКОЛ-М1,MSL2111000723,,С-ВАМ/15-12-2021/117768292,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117768292,2021-12-15T00:00:00Z,1774964494005436417
76239-19,СОКОЛ-М1,MSL2111000725,,С-ВАМ/15-12-2021/117768307,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117768307,2021-12-15T00:00:00Z,1774964494006484993
76239-19,СОКОЛ-М1,MSL2112000664,,С-ВАМ/15-12-2021/117768316,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117768316,2021-12-15T00:00:00Z,1774964494006485002
76239-19,СОКОЛ-М1,MSL2112000721,,С-ВАМ/15-12-2021/117768546,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117768546,2021-12-15T00:00:00Z,1774964494259191816
76239-19,СОКОЛ-М1,MSL2111000717,,С-ВАМ/15-12-2021/117768063,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117768063,2021-12-15T00:00:00Z,1774964494387118090
76239-19,СОКОЛ-М1,MSL2112000724,,С-ВАМ/15-12-2021/117770025,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117770025,2021-12-15T00:00:00Z,1774964494501412864
76239-19,СОКОЛ-М1,MSL0120000152,,С-ВАМ/08-12-2021/115638187,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117467258,2021-12-08T00:00:00Z,1774964455121092619
76239-19,СОКОЛ-М1,MSL1119000310,,С-ВАМ/08-12-2021/115637248,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-117466617,2021-12-08T00:00:00Z,1774964455179812871
76239-19,СОКОЛ-М1,MSL2111000709,,С-ВАМ/26-11-2021/112989840,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989840,2021-11-26T00:00:00Z,1774965119817613318
76239-19,СОКОЛ-М1,MSL2111000711,,С-ВАМ/26-11-2021/112989842,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989842,2021-11-26T00:00:00Z,1774965119817613320
76239-19,СОКОЛ-М1,MSL2111000699,,С-ВАМ/26-11-2021/112989843,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989843,2021-11-26T00:00:00Z,1774965119817613322
76239-19,СОКОЛ-М1,MSL2111000704,,С-ВАМ/26-11-2021/112989844,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989844,2021-11-26T00:00:00Z,1774965119817613323
76239-19,СОКОЛ-М1,MSL2111000719,,С-ВАМ/26-11-2021/112989845,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989845,2021-11-26T00:00:00Z,1774965119817613324
76239-19,СОКОЛ-М1,MSL2111000708,,С-ВАМ/26-11-2021/112989846,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989846,2021-11-26T00:00:00Z,1774965119817613325
76239-19,СОКОЛ-М1,MSL2111000706,,С-ВАМ/26-11-2021/112989847,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-112989847,2021-11-26T00:00:00Z,1774965119818661888
76239-19,СОКОЛ-М1,MSL2111000682,,С-ВАМ/19-11-2021/111089772,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089772,2021-11-19T00:00:00Z,1774965092620697606
76239-19,СОКОЛ-М1,MSL2111000693,,С-ВАМ/19-11-2021/111089774,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089774,2021-11-19T00:00:00Z,1774965092620697607
76239-19,СОКОЛ-М1,MSL2111000695,,С-ВАМ/19-11-2021/111089775,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089775,2021-11-19T00:00:00Z,1774965092620697608
76239-19,СОКОЛ-М1,MSL2111000694,,С-ВАМ/19-11-2021/111089776,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089776,2021-11-19T00:00:00Z,1774965092620697609
76239-19,СОКОЛ-М1,MSL2111000702,,С-ВАМ/19-11-2021/111089777,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089777,2021-11-19T00:00:00Z,1774965092620697610
76239-19,СОКОЛ-М1,MSL2111000698,,С-ВАМ/19-11-2021/111089781,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089781,2021-11-19T00:00:00Z,1774965092620697611
76239-19,СОКОЛ-М1,MSL2111000691,,С-ВАМ/19-11-2021/111089782,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089782,2021-11-19T00:00:00Z,1774965092620697612
76239-19,СОКОЛ-М1,MSL2111000690,,С-ВАМ/19-11-2021/111089783,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-111089783,2021-11-19T00:00:00Z,1774965092620697613
76239-19,СОКОЛ-М1,MSL2111000700,,С-ВАМ/12-11-2021/107966209,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966209,2021-11-12T00:00:00Z,1774965065026371598
76239-19,СОКОЛ-М1,MSL2111000660,,С-ВАМ/12-11-2021/107966212,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966212,2021-11-12T00:00:00Z,1774965065026371599
76239-19,СОКОЛ-М1,MSL2111000673,,С-ВАМ/12-11-2021/107966216,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966216,2021-11-12T00:00:00Z,1774965065026371600
76239-19,СОКОЛ-М1,MSL2111000661,,С-ВАМ/12-11-2021/107966219,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966219,2021-11-12T00:00:00Z,1774965065026371601
76239-19,СОКОЛ-М1,MSL2111000697,,С-ВАМ/12-11-2021/107966223,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966223,2021-11-12T00:00:00Z,1774965065026371602
76239-19,СОКОЛ-М1,MSL2111000696,,С-ВАМ/12-11-2021/107966226,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966226,2021-11-12T00:00:00Z,1774965065027420160
76239-19,СОКОЛ-М1,MSL2111000692,,С-ВАМ/12-11-2021/107966229,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966229,2021-11-12T00:00:00Z,1774965065027420161
76239-19,СОКОЛ-М1,MSL2111000662,,С-ВАМ/12-11-2021/107966233,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966233,2021-11-12T00:00:00Z,1774965065027420162
76239-19,СОКОЛ-М1,MSL2111000675,,С-ВАМ/12-11-2021/107966236,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966236,2021-11-12T00:00:00Z,1774965065027420163
76239-19,СОКОЛ-М1,MSL2111000689,,С-ВАМ/12-11-2021/107966239,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-107966239,2021-11-12T00:00:00Z,1774965065027420164
76239-19,СОКОЛ-М1,MSL2110000677,,С-ВАМ/03-11-2021/106450809,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450809,2021-11-03T00:00:00Z,1774965044060094464
76239-19,СОКОЛ-М1,MSL2110000667,,С-ВАМ/03-11-2021/106450810,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450810,2021-11-03T00:00:00Z,1774965044060094465
76239-19,СОКОЛ-М1,MSL2110000672,,С-ВАМ/03-11-2021/106450811,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450811,2021-11-03T00:00:00Z,1774965044060094466
76239-19,СОКОЛ-М1,MSL2110000676,,С-ВАМ/03-11-2021/106450812,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450812,2021-11-03T00:00:00Z,1774965044060094467
76239-19,СОКОЛ-М1,MSL2110000659,,С-ВАМ/03-11-2021/106450813,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450813,2021-11-03T00:00:00Z,1774965044060094468
76239-19,СОКОЛ-М1,MSL2110000665,,С-ВАМ/03-11-2021/106450814,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450814,2021-11-03T00:00:00Z,1774965044060094469
76239-19,СОКОЛ-М1,MSL2110000592,,С-ВАМ/03-11-2021/106450815,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450815,2021-11-03T00:00:00Z,1774965044060094470
76239-19,СОКОЛ-М1,MSL2110000605,,С-ВАМ/03-11-2021/106450816,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-106450816,2021-11-03T00:00:00Z,1774965044060094471
76239-19,СОКОЛ-М1,MSL2110000669,,С-ВАМ/27-10-2021/105020296,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020296,2021-10-27T00:00:00Z,1774965029014077445
76239-19,СОКОЛ-М1,MSL2110000653,,С-ВАМ/27-10-2021/105020297,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020297,2021-10-27T00:00:00Z,1774965029014077446
76239-19,СОКОЛ-М1,MSL2110000654,,С-ВАМ/27-10-2021/105020298,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020298,2021-10-27T00:00:00Z,1774965029014077447
76239-19,СОКОЛ-М1,MSL2110000671,,С-ВАМ/27-10-2021/105020299,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020299,2021-10-27T00:00:00Z,1774965029014077448
76239-19,СОКОЛ-М1,MSL2110000670,,С-ВАМ/27-10-2021/105020300,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020300,2021-10-27T00:00:00Z,1774965029014077449
76239-19,СОКОЛ-М1,MSL2110000657,,С-ВАМ/27-10-2021/105020301,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020301,2021-10-27T00:00:00Z,1774965029014077450
76239-19,СОКОЛ-М1,MSL2110000666,,С-ВАМ/27-10-2021/105020302,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020302,2021-10-27T00:00:00Z,1774965029014077451
76239-19,СОКОЛ-М1,MSL2110000650,,С-ВАМ/27-10-2021/105020303,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-105020303,2021-10-27T00:00:00Z,1774965029014077452
76239-19,СОКОЛ-М1,MSL2011000649,,С-ВАМ/18-10-2021/102582135,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102582135,2021-10-18T00:00:00Z,1774964999637172243
76239-19,СОКОЛ-М1,MSL2011000652,,С-ВАМ/18-10-2021/102582817,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102582817,2021-10-18T00:00:00Z,1774964999646609415
76239-19,СОКОЛ-М1,MSL2110000655,,С-ВАМ/18-10-2021/102582962,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102582962,2021-10-18T00:00:00Z,1774964999648706571
76239-19,СОКОЛ-М1,MSL2110000658,,С-ВАМ/18-10-2021/102586340,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102586340,2021-10-18T00:00:00Z,1774964999685406731
76239-19,СОКОЛ-М1,MSL2011000640,,С-ВАМ/18-10-2021/102587100,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102587100,2021-10-18T00:00:00Z,1774964999711621120
76239-19,СОКОЛ-М1,MSL2110000652,,С-ВАМ/18-10-2021/102587855,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102587855,2021-10-18T00:00:00Z,1774964999717912581
76239-19,СОКОЛ-М1,MSL2110000640,,С-ВАМ/18-10-2021/102587973,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102587973,2021-10-18T00:00:00Z,1774964999717912585
76239-19,СОКОЛ-М1,MSL2110000649,,С-ВАМ/18-10-2021/102588092,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-102588092,2021-10-18T00:00:00Z,1774964999718961161
76239-19,СОКОЛ-М1,MSL2011000508,,С-ВАМ/04-10-2021/99342326,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-99342326,2021-10-04T00:00:00Z,1774964951787503616
76239-19,СОКОЛ-М1,MSL2109000629,,С-ВАМ/29-09-2021/98448975,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561664,2021-09-30T00:00:00Z,1774964466838929417
76239-19,СОКОЛ-М1,MSL2109000636,,С-ВАМ/29-09-2021/98448977,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561665,2021-09-30T00:00:00Z,1774964466838929419
76239-19,СОКОЛ-М1,MSL2109000646,,С-ВАМ/29-09-2021/98448978,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561666,2021-09-30T00:00:00Z,1774964466838929420
76239-19,СОКОЛ-М1,MSL2109000622,,С-ВАМ/29-09-2021/98448979,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561667,2021-09-30T00:00:00Z,1774964466838929423
76239-19,СОКОЛ-М1,MSL2109000645,,С-ВАМ/29-09-2021/98448981,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561668,2021-09-30T00:00:00Z,1774964466839977996
76239-19,СОКОЛ-М1,MSL2109000647,,С-ВАМ/29-09-2021/98448982,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561671,2021-09-30T00:00:00Z,1774964466839977997
76239-19,СОКОЛ-М1,MSL2109000634,,С-ВАМ/29-09-2021/98448983,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561672,2021-09-30T00:00:00Z,1774964466841026567
76239-19,СОКОЛ-М1,MSL2109000606,,С-ВАМ/29-09-2021/98448984,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98561673,2021-09-30T00:00:00Z,1774964466841026568
76239-19,СОКОЛ-М1,MSL2109000642,,С-ВАМ/30-09-2021/98976604,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98976604,2021-09-30T00:00:00Z,1774964615818510336
76239-19,СОКОЛ-М1,MSL2109000644,,С-ВАМ/30-09-2021/98976606,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-98976606,2021-09-30T00:00:00Z,1774964615857307654
76239-19,СОКОЛ-М1,MSL2109000620,,С-ВАМ/28-09-2021/97976187,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976187,2021-09-28T00:00:00Z,1774964930952298510
76239-19,СОКОЛ-М1,MSL2109000621,,С-ВАМ/28-09-2021/97976192,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976192,2021-09-28T00:00:00Z,1774964930952298512
76239-19,СОКОЛ-М1,MSL2109000618,,С-ВАМ/28-09-2021/97976194,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976194,2021-09-28T00:00:00Z,1774964930952298513
76239-19,СОКОЛ-М1,MSL2109000635,,С-ВАМ/28-09-2021/97976198,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976198,2021-09-28T00:00:00Z,1774964930953347072
76239-19,СОКОЛ-М1,MSL2109000630,,С-ВАМ/28-09-2021/97976202,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976202,2021-09-28T00:00:00Z,1774964930953347073
76239-19,СОКОЛ-М1,MSL2109000617,,С-ВАМ/28-09-2021/97976205,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976205,2021-09-28T00:00:00Z,1774964930953347074
76239-19,СОКОЛ-М1,MSL2109000600,,С-ВАМ/28-09-2021/97976209,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976209,2021-09-28T00:00:00Z,1774964930953347075
76239-19,СОКОЛ-М1,MSL2109000530,,С-ВАМ/28-09-2021/97976213,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97976213,2021-09-28T00:00:00Z,1774964930953347076
76239-19,СОКОЛ-М1,MSL2109000591,,С-ВАМ/28-09-2021/97974160,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-97974160,2021-09-28T00:00:00Z,1774964930976415753
76239-19,СОКОЛ-М1,MSL2109000611,,С-ВАМ/22-09-2021/96376843,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376843,2021-09-22T00:00:00Z,1774964881125015565
76239-19,СОКОЛ-М1,MSL2109000608,,С-ВАМ/22-09-2021/96376845,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376845,2021-09-22T00:00:00Z,1774964881125015567
76239-19,СОКОЛ-М1,MSL2109000627,,С-ВАМ/22-09-2021/96376846,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376846,2021-09-22T00:00:00Z,1774964881125015568
76239-19,СОКОЛ-М1,MSL2109000612,,С-ВАМ/22-09-2021/96376849,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376849,2021-09-22T00:00:00Z,1774964881126064128
76239-19,СОКОЛ-М1,MSL2109000624,,С-ВАМ/22-09-2021/96376851,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376851,2021-09-22T00:00:00Z,1774964881126064129
76239-19,СОКОЛ-М1,MSL2109000625,,С-ВАМ/22-09-2021/96376852,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376852,2021-09-22T00:00:00Z,1774964881126064130
76239-19,СОКОЛ-М1,MSL2109000628,,С-ВАМ/22-09-2021/96376854,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376854,2021-09-22T00:00:00Z,1774964881126064133
76239-19,СОКОЛ-М1,MSL2109000619,,С-ВАМ/22-09-2021/96376856,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376856,2021-09-22T00:00:00Z,1774964881126064134
76239-19,СОКОЛ-М1,MSL2109000626,,С-ВАМ/22-09-2021/96376858,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-96376858,2021-09-22T00:00:00Z,1774964881126064136
76239-19,СОКОЛ-М1,MSL2109000607,,С-ВАМ/15-09-2021/94493125,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-94493125,2021-09-15T00:00:00Z,1774964814882275341
76239-19,СОКОЛ-М1,MSL2109000599,,С-ВАМ/15-09-2021/94493128,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-94493128,2021-09-15T00:00:00Z,1774964814882275342
76239-19,СОКОЛ-М1,MSL2109000603,,С-ВАМ/15-09-2021/94493131,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-94493131,2021-09-15T00:00:00Z,1774964814882275343
76239-19,СОКОЛ-М1,MSL2109000614,,С-ВАМ/15-09-2021/94493132,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-94493132,2021-09-15T00:00:00Z,1774964814882275344
76239-19,СОКОЛ-М1,MSL2109000615,,С-ВАМ/15-09-2021/94493134,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-94493134,2021-09-15T00:00:00Z,1774964814883323904
76239-19,СОКОЛ-М1,MSL2109000610,,С-ВАМ/15-09-2021/94493136,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2021,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-94493136,2021-09-15T00:00:00Z,1774964814883323905
